prop_id,prop_country_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag
4.0,109.0,2.9044917346439822,6.492700693293997,1.291442154665622,3.7999219299064335,-1.085402240161538,5.94522026821839,-1.4218199887936054,162.48639103345158,0.5397776746110604
18.0,70.0,-18.793790183518993,-12.828428248114419,1.291442154665622,-1.4590035870452969,-0.001881020156769076,-32.572609477760935,23.745708573741126,-90.70916679764018,0.0
33.0,219.0,-18.793790183518993,-12.828428248114419,1.291442154665622,-1.9835053000618053,0.0,164.99218680846096,-26.48630932962601,-137.89697385669854,0.0
65.0,219.0,-18.793790183518993,6.492700693293997,1.291442154665622,-9.761425811185294,0.0,43.649195588978465,-2.2878243634862736,-265.28533688525636,0.0
73.0,219.0,-1.8178899875417074,-12.828428248114419,1.291442154665622,-40.625633773963884,0.2759187626497579,-20.195763119332796,-6.690240699500585,-122.54013114172659,0.2698888373055302
78.0,219.0,-1.8178899875417074,-0.6803749601790511,0.0,-0.49237346081974837,0.0,-34.24126050088919,-2.2878243634862736,-103.54739715014618,0.5397776746110604
86.0,103.0,2.9044917346439822,6.492700693293997,0.0,10.130513360448239,-0.4666011235605071,12.858882066050517,-5.8524343835059325,-413.1927263350219,0.5397776746110604
97.0,219.0,-1.8178899875417074,-12.828428248114419,1.291442154665622,-0.49237346081974837,-0.0047187617793640274,1468.0917808336544,-53.36432731868238,-134.3580183140272,0.0
104.0,219.0,5.1221491915894495,19.03608615272322,1.291442154665622,-1.9835053000618053,-0.19162503971694672,10.54556986716825,-7.528047015495236,-318.83819787987153,0.0
114.0,55.0,-18.793790183518993,19.03608615272322,1.291442154665622,-1.4590035870452969,0.0,37.500818974440875,-12.1763240992969,-217.17324507205268,0.0
155.0,31.0,5.1221491915894495,19.03608615272322,0.0,-9.761425811185294,0.0,39.340092566779475,-12.1763240992969,-193.30240730003845,0.0
172.0,129.0,-18.793790183518993,0.0,0.0,-1.9835053000618053,0.0,0.0,151.15140914421488,-1188.8593567146147,0.0
282.0,219.0,5.1221491915894495,19.03608615272322,1.291442154665622,-9.761425811185294,-0.021911022191016885,9.941291419154826,24.828175739433117,429.9665864659382,0.0
289.0,219.0,-1.8178899875417074,-12.828428248114419,1.291442154665622,7.677244343542742,-0.005113222667282882,30.468179250019944,31.78258106315021,-3789.4500846543074,0.0
333.0,55.0,5.1221491915894495,19.03608615272322,1.291442154665622,-0.49237346081974837,-0.055512563161706004,24.257655200272154,43.95434734595952,-205.7684169598046,0.5397776746110604
339.0,181.0,5.1221491915894495,6.492700693293997,0.0,-12.624230294688955,-0.020333353369809026,12.367218079439544,88.60111791458496,964.6951713797005,0.0
372.0,100.0,5.1221491915894495,4.251538762562064,0.0,-1.9835053000618053,-0.0288414675850808,0.0,-53.36432731868238,1720.8026292719767,0.0
378.0,154.0,5.1221491915894495,6.492700693293997,1.291442154665622,4.668752677287912,4.349969192456829,28.37113619319474,-36.34270525664093,-127.55581080556918,0.0
409.0,219.0,-18.793790183518993,19.03608615272322,1.291442154665622,-0.966113409350906,0.0,24.97588684947277,88.60111791458496,-389.29513465389505,0.0
410.0,15.0,5.1221491915894495,6.492700693293997,1.291442154665622,28.986891670870083,-0.015015262108683052,22.9460965037671,-12.1763240992969,-68.88353859210721,0.0
